        Date        , GPU Core Clock [MHz] , GPU Memory Clock [MHz] , GPU Temperature [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , Memory Used [MB] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Power Consumption [% TDP] , PerfCap Reason [] , VDDC [V] ,
2018-07-05 13:57:54 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1775   ,            517   ,          1   ,                        1   ,                 100   ,                    0   ,                     9.0   ,               8   , 1.1500   ,
2018-07-05 13:57:55 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1780   ,            518   ,          0   ,                        1   ,                 100   ,                    0   ,                     9.1   ,               8   , 1.1500   ,
2018-07-05 13:57:56 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1756   ,            520   ,          0   ,                        1   ,                 100   ,                    0   ,                     9.3   ,               8   , 1.1500   ,
2018-07-05 13:57:57 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1790   ,            532   ,          0   ,                        1   ,                 100   ,                    0   ,                     9.4   ,               8   , 1.1500   ,
2018-07-05 13:57:58 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1757   ,            537   ,          0   ,                        1   ,                 100   ,                    0   ,                     9.2   ,               8   , 1.1500   ,
2018-07-05 13:57:59 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1785   ,            537   ,          0   ,                        1   ,                 100   ,                    0   ,                     9.1   ,               8   , 1.1500   ,
2018-07-05 13:58:00 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1752   ,            558   ,          0   ,                        1   ,                 100   ,                    0   ,                     9.4   ,               8   , 1.1500   ,
2018-07-05 13:58:01 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1779   ,            579   ,          1   ,                        1   ,                 100   ,                    0   ,                     9.0   ,               8   , 1.1500   ,
2018-07-05 13:58:02 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1756   ,            628   ,          0   ,                        1   ,                 100   ,                    0   ,                     8.9   ,               8   , 1.1500   ,
2018-07-05 13:58:03 ,             1136.7   ,               1350.0   ,               34.0   ,              33   ,                1777   ,            644   ,          0   ,                        1   ,                 100   ,                    0   ,                     5.8   ,              16   , 1.0680   ,
2018-07-05 13:58:04 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1747   ,            683   ,          0   ,                        1   ,                 100   ,                    0   ,                     9.4   ,               8   , 1.1500   ,
2018-07-05 13:58:05 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1776   ,            694   ,          0   ,                        1   ,                 100   ,                    0   ,                     9.2   ,               8   , 1.1500   ,
2018-07-05 13:58:06 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1783   ,            712   ,          0   ,                        1   ,                 100   ,                    0   ,                     8.8   ,               8   , 1.1500   ,
2018-07-05 13:58:07 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1759   ,            733   ,          1   ,                        1   ,                 100   ,                    0   ,                     9.2   ,               8   , 1.1500   ,
2018-07-05 13:58:08 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1784   ,            744   ,          4   ,                        2   ,                 100   ,                    2   ,                    11.3   ,               8   , 1.1500   ,
2018-07-05 13:58:09 ,              836.1   ,               1350.0   ,               34.0   ,              33   ,                1746   ,            792   ,         54   ,                       30   ,                 100   ,                    1   ,                    15.7   ,              16   , 0.9370   ,
2018-07-05 13:58:10 ,             1136.7   ,               1350.0   ,               35.0   ,              33   ,                1769   ,            891   ,         45   ,                       33   ,                 100   ,                    1   ,                    17.7   ,              16   , 1.0680   ,
2018-07-05 13:58:11 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1771   ,            907   ,          0   ,                        1   ,                 100   ,                    0   ,                     8.8   ,               8   , 1.1500   ,
2018-07-05 13:58:12 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1743   ,            948   ,          5   ,                        2   ,                 100   ,                    2   ,                     9.3   ,               8   , 1.1500   ,
2018-07-05 13:58:13 ,             1136.7   ,               1350.0   ,               33.0   ,              33   ,                1745   ,            982   ,          0   ,                        1   ,                 100   ,                    0   ,                     6.2   ,              16   , 1.0680   ,
2018-07-05 13:58:14 ,             1136.7   ,               1350.0   ,               34.0   ,              33   ,                1779   ,            999   ,          0   ,                        1   ,                 100   ,                    0   ,                     6.0   ,              16   , 1.0680   ,
2018-07-05 13:58:15 ,              836.1   ,               1350.0   ,               36.0   ,              33   ,                1750   ,           1019   ,         62   ,                       31   ,                 100   ,                    1   ,                    25.9   ,               8   , 0.9370   ,
2018-07-05 13:58:16 ,              836.1   ,               1350.0   ,               36.0   ,              33   ,                1755   ,           1110   ,         97   ,                       54   ,                 100   ,                    2   ,                    25.9   ,               8   , 0.9370   ,
2018-07-05 13:58:17 ,             1188.9   ,               1350.0   ,               36.0   ,              33   ,                1715   ,           1197   ,         32   ,                       22   ,                 100   ,                    1   ,                    26.6   ,               8   , 1.1500   ,
2018-07-05 13:58:18 ,             1188.9   ,               1350.0   ,               35.0   ,              33   ,                1725   ,           1250   ,         22   ,                       15   ,                 100   ,                    1   ,                    16.7   ,               8   , 1.1500   ,
2018-07-05 13:58:19 ,             1188.9   ,               1350.0   ,               40.0   ,              33   ,                1747   ,           1343   ,         97   ,                       67   ,                 100   ,                    3   ,                    52.2   ,               8   , 1.1500   ,
2018-07-05 13:58:20 ,             1188.9   ,               1350.0   ,               40.0   ,              33   ,                1784   ,           1420   ,         97   ,                       67   ,                 100   ,                    2   ,                    52.6   ,               8   , 1.1500   ,
2018-07-05 13:58:21 ,             1188.9   ,               1350.0   ,               40.0   ,              33   ,                1766   ,           1534   ,         99   ,                       68   ,                 100   ,                    2   ,                    52.7   ,               8   , 1.1500   ,
2018-07-05 13:58:22 ,             1188.9   ,               1350.0   ,               40.0   ,              33   ,                1794   ,           1546   ,         99   ,                       69   ,                 100   ,                    2   ,                    53.8   ,               8   , 1.1500   ,
2018-07-05 13:58:23 ,             1188.9   ,               1350.0   ,               41.0   ,              33   ,                1755   ,            783   ,         99   ,                       69   ,                 100   ,                    2   ,                    53.7   ,               8   , 1.1500   ,
2018-07-05 13:58:24 ,             1188.9   ,               1350.0   ,               40.0   ,              33   ,                1791   ,            785   ,         99   ,                       65   ,                 100   ,                    1   ,                    53.4   ,               8   , 1.1500   ,
